,L2_strength,Train_Loss,Train_Reg_Loss,Test_Loss,Test_Accuracy,r0-r4
35,3.5e-07,0.002513992,0.010244894,0.13575806,97.71,148.62130737304688
36,3.6e-07,0.003240859,0.011219674,0.131434771,97.67,148.87368774414062
37,3.7e-07,0.003283723,0.011365302,0.141472436,97.64,147.79074096679688
38,3.8e-07,0.006018348,0.014246471,0.130590739,97.86,147.14942932128906
39,3.9e-07,0.004320069,0.012474669,0.129063489,97.71,144.60025024414062
40,4e-07,0.00382777,0.012156298,0.131994646,97.68,144.2959442138672
41,4.1e-07,0.002919341,0.011474332,0.122598861,97.85,144.45010375976562
42,4.2e-07,0.003586593,0.012184738,0.129919945,97.78,143.07962036132812
43,4.3e-07,0.00385458,0.012441797,0.135982049,97.48,141.3162078857422
44,4.4e-07,0.005308503,0.013974277,0.122683223,97.58,140.3386688232422
45,4.5e-07,0.005350653,0.01413186,0.129716421,97.78,139.69178771972656
46,4.6e-07,0.002914021,0.011750285,0.13404216,97.78,138.59751892089844
47,4.7e-07,0.005399638,0.014390365,0.128713377,97.49,138.30838012695312
48,4.8e-07,0.003730553,0.012892198,0.136873627,97.55,138.15484619140625
49,4.9e-07,0.00311145,0.01229494,0.132040389,97.7,136.90074157714844
50,5e-07,0.003977555,0.013340125,0.122911738,97.72,136.83982849121094
51,5.1e-07,0.003738277,0.013114142,0.11597056,97.73,135.58778381347656
52,5.2e-07,0.005020717,0.014380037,0.12317253,97.86,134.15919494628906
53,5.3e-07,0.004059591,0.013454511,0.132596718,97.7,133.1400146484375
54,5.4e-07,0.001287496,0.010794044,0.110812904,97.97,132.68276977539062
55,5.5e-07,0.005010494,0.014339932,0.130469329,97.73,130.2406005859375
56,5.6e-07,0.003167964,0.012679858,0.119805889,97.87,130.32852172851562
57,5.7e-07,0.004682357,0.014213034,0.114389687,97.86,129.30770874023438
58,5.8e-07,0.00362216,0.013270211,0.131289508,97.5,128.97508239746094
59,5.9e-07,0.007058995,0.016681045,0.115640809,97.98,127.70497131347656
60,6e-07,0.002146822,0.011731195,0.125203191,97.79,126.38811492919922
61,6.1e-07,0.004710018,0.014391046,0.11908203,97.67,125.97832489013672
62,6.2e-07,0.002130353,0.011840556,0.118359512,97.96,125.1463851928711
63,6.3e-07,0.003151771,0.012787753,0.131550103,97.66,123.6738052368164
64,6.4e-07,0.003244633,0.012986547,0.131053937,97.65,123.37641906738281
65,6.5e-07,0.003516169,0.013200083,0.126394359,97.67,122.0587158203125
66,6.6e-07,0.00273485,0.012594078,0.123048668,97.79,122.22203063964844
67,6.7e-07,0.002866378,0.012766535,0.123970942,97.67,121.55802154541016
68,6.8e-07,0.002978111,0.01288354,0.109188905,97.81,120.69303131103516
69,6.9e-07,0.005967022,0.015936759,0.115205532,97.72,120.20355987548828
70,7e-07,0.004703099,0.014820571,0.11251796,97.88,120.22284698486328
71,7.1e-07,0.003263277,0.013497414,0.112554239,97.93,120.05947875976562
72,7.2e-07,0.006364,0.01652234,0.108265207,97.84,118.7804946899414
73,7.3e-07,0.004398588,0.014628861,0.121444949,97.65,118.38104248046875
74,7.4e-07,0.00201342,0.01214289,0.123157589,97.65,116.99774169921875
75,7.5e-07,0.003537423,0.013723081,0.128712777,97.63,116.5370101928711
76,7.6e-07,0.005971797,0.016251901,0.119802918,97.69,116.30327606201172
77,7.7e-07,0.002230302,0.012521667,0.120228829,97.71,115.60887145996094
78,7.8e-07,0.004679538,0.014827462,0.115708719,97.83,114.06208038330078
79,7.9e-07,0.005196876,0.015479541,0.10954144,97.78,114.08782196044922
80,8e-07,0.003666091,0.013923438,0.112430155,97.71,113.23287200927734
81,8.1e-07,0.005294601,0.015555652,0.115049381,97.86,112.55205535888672
82,8.2e-07,0.002113378,0.012481865,0.110284454,97.91,112.44774627685547
83,8.3e-07,0.005955896,0.016401776,0.115393636,97.75,112.18466186523438
84,8.4e-07,0.002268076,0.012667049,0.117613499,97.83,111.26423645019531
85,8.5e-07,0.003193171,0.013708137,0.120559018,97.78,111.22296142578125
86,8.6e-07,0.003801641,0.014265477,0.113424366,97.62,110.30526733398438
87,8.7e-07,0.003793759,0.014373817,0.111092725,97.83,110.27686309814453
88,8.8e-07,0.006225658,0.01661151,0.113207512,97.69,108.63748168945312
89,8.9e-07,0.006315847,0.016949319,0.110512221,97.76,109.30563354492188
90,9e-07,0.003763134,0.014453722,0.106205764,97.84,108.98820495605469
91,9.1e-07,0.005061669,0.015650525,0.117983658,97.74,107.87078094482422
92,9.2e-07,0.004006877,0.01453327,0.108933488,97.89,106.96602630615234
93,9.3e-07,0.003454033,0.014062247,0.107453439,97.86,106.80207061767578
94,9.4e-07,0.002941718,0.013413443,0.116596644,97.73,105.54682922363281
95,9.5e-07,0.003716747,0.014290508,0.117376887,97.78,105.5001220703125
96,9.6e-07,0.004282842,0.014647157,0.112418845,97.67,103.90457916259766
97,9.7e-07,0.002194325,0.012733896,0.112753859,97.65,104.23789978027344
98,9.8e-07,0.002043227,0.01281622,0.108145578,97.91,104.84678649902344
99,9.9e-07,0.002689883,0.013396511,0.11751149,97.6,103.9941177368164
100,1e-06,0.004205003,0.014978665,0.120355461,97.76,103.79624938964844
101,1.01e-06,0.004609451,0.015435455,0.102999719,97.88,103.53170776367188
102,1.02e-06,0.002728696,0.013351401,0.113519009,97.77,102.05105590820312
103,1.03e-06,0.003583255,0.014105664,0.109958462,97.77,101.07388305664062
104,1.04e-06,0.00580421,0.016662677,0.112455268,97.71,102.18038940429688
105,1.05e-06,0.004217167,0.015064316,0.105215966,97.79,101.6396484375
106,1.06e-06,0.005411805,0.016216828,0.110682978,97.77,100.96246337890625
107,1.07e-06,0.004586938,0.015529503,0.109708259,97.7,101.12712860107422
108,1.08e-06,0.005210569,0.016196718,0.124238327,97.68,100.85812377929688
109,1.09e-06,0.001911395,0.012646201,0.111031506,97.77,99.23933410644531
110,1.1e-06,0.003495392,0.014295027,0.112730791,97.79,99.0850601196289
111,1.11e-06,0.003965722,0.014822331,0.111353676,97.85,98.89756774902344
112,1.12e-06,0.002899001,0.013596445,0.121351664,97.74,97.73069763183594
113,1.13e-06,0.005865575,0.01670116,0.10977202,97.82,97.92350769042969
114,1.14e-06,0.002818002,0.013514711,0.111773703,97.86,96.86629486083984
115,1.15e-06,0.004795148,0.015477483,0.11812872,97.7,96.37938690185547
116,1.16e-06,0.005608244,0.016264107,0.122228521,97.63,95.84408569335938
117,1.17e-06,0.00489628,0.015631995,0.121432468,97.75,95.79052734375
118,1.18e-06,0.006032168,0.016843814,0.123311004,97.65,95.72048950195312
119,1.19e-06,0.004441183,0.015180478,0.131333464,97.47,94.99798583984375
120,1.2e-06,0.002753937,0.013485823,0.116917101,97.51,94.56869506835938
121,1.21e-06,0.003929594,0.014526958,0.121173347,97.59,93.58499908447266
122,1.22e-06,0.003808704,0.014434399,0.108159984,97.75,93.32516479492188
123,1.23e-06,0.001893725,0.012427272,0.109638159,97.66,92.54112243652344
124,1.24e-06,0.003499995,0.013989667,0.104229883,97.84,91.97506713867188
125,1.25e-06,0.005196454,0.01577293,0.102773284,97.78,91.98468017578125
126,1.26e-06,0.005798139,0.016229779,0.111818345,97.66,90.98944854736328
127,1.27e-06,0.004858895,0.015403351,0.10320655,97.75,91.11927032470703
128,1.28e-06,0.002893419,0.013362229,0.111687688,97.78,90.43648529052734
129,1.29e-06,0.005490911,0.0161499,0.118763963,97.61,90.89984130859375
130,1.3e-06,0.003676912,0.014344407,0.114264117,97.83,90.58567810058594
131,1.31e-06,0.003382549,0.013883218,0.108891284,97.9,89.53087615966797
132,1.32e-06,0.004031167,0.014325315,0.112833742,97.88,88.3096694946289
133,1.33e-06,0.003517581,0.013826909,0.104328798,97.79,88.04190063476562
134,1.34e-06,0.00394675,0.014174146,0.09791058,97.93,87.36351776123047
135,1.35e-06,0.004434172,0.014659507,0.1135869,97.65,87.03058624267578
136,1.36e-06,0.003777549,0.014255116,0.117440011,97.65,87.77296447753906
137,1.37e-06,0.006253497,0.016724566,0.107783056,97.71,87.42491912841797
138,1.38e-06,0.00466894,0.014928572,0.114234505,97.76,86.22364044189453
139,1.39e-06,0.003830528,0.014018537,0.113688772,97.76,85.61251068115234
140,1.4e-06,0.005143254,0.015340456,0.107771723,97.72,85.34468841552734
141,1.41e-06,0.004567089,0.014620071,0.104909777,97.75,84.43799591064453
142,1.42e-06,0.004516961,0.014361455,0.107094751,97.68,83.26309204101562
143,1.43e-06,0.003185944,0.012952546,0.11775562,97.72,82.64256286621094
144,1.44e-06,0.005357389,0.015326508,0.10308932,97.82,83.2045669555664
145,1.45e-06,0.005904044,0.015829764,0.121612152,97.46,82.7364730834961
146,1.46e-06,0.003415759,0.01331345,0.109701225,97.81,82.33614349365234
147,1.47e-06,0.002448858,0.012071303,0.100752867,97.91,80.9066162109375
148,1.48e-06,0.00354075,0.013105648,0.111977091,97.61,80.39134979248047
149,1.49e-06,0.003171771,0.012350758,0.109803497,97.84,78.48817443847656
150,1.5e-06,0.003698777,0.012881746,0.111249512,97.62,78.24308013916016
151,1.51e-06,0.004598756,0.013841746,0.108888784,97.65,78.23799896240234
152,1.52e-06,0.00633102,0.015556328,0.106523329,97.77,77.90559387207031
153,1.53e-06,0.004544867,0.013624983,0.103609836,97.94,77.03711700439453
154,1.54e-06,0.006106341,0.015139909,0.120571132,97.69,76.58951568603516
155,1.55e-06,0.00598816,0.015060907,0.106370377,97.86,76.50741577148438
156,1.56e-06,0.004175797,0.013167226,0.110274469,97.78,75.91927337646484
157,1.57e-06,0.004270745,0.013321476,0.115511785,97.59,75.92626190185547
158,1.58e-06,0.003479786,0.012332291,0.124006304,97.55,74.8521957397461
159,1.59e-06,0.00398354,0.012664688,0.103084,97.88,73.89073944091797
160,1.6e-06,0.005042373,0.013505184,0.134467669,97.51,72.72727966308594
161,1.61e-06,0.003470254,0.011936793,0.120709842,97.72,72.51702880859375
162,1.62e-06,0.00230852,0.010585784,0.119384528,97.73,71.48021697998047
163,1.63e-06,0.006904987,0.015106156,0.122301852,97.71,70.93230438232422
164,1.64e-06,0.005395926,0.013698928,0.11842237,97.67,71.15339660644531
165,1.65e-06,0.002064194,0.010161744,0.101725833,97.89,70.05431365966797
166,1.66e-06,0.003874145,0.011869494,0.116888117,97.71,69.40082550048828
167,1.67e-06,0.006598678,0.014428226,0.108073688,97.8,68.47154235839844
168,1.68e-06,0.008144173,0.016017178,0.109084033,97.91,68.45664978027344
169,1.69e-06,0.005440176,0.01322934,0.118367246,97.62,67.88941192626953
170,1.7e-06,0.006404681,0.014139771,0.126237944,97.56,67.4540786743164
171,1.71e-06,0.0039552,0.011549984,0.128916927,97.75,66.64378356933594
172,1.72e-06,0.003706714,0.011153655,0.13040202,97.64,65.79981994628906
173,1.73e-06,0.007705761,0.01522829,0.131400961,97.46,65.94151306152344
174,1.74e-06,0.001788026,0.009079554,0.132986835,97.56,64.73432922363281
175,1.75e-06,0.003346439,0.010384129,0.133979573,97.65,63.415592193603516
176,1.76e-06,0.004636544,0.011803256,0.139069391,97.39,63.81219482421875
177,1.77e-06,0.003123654,0.01013135,0.135009351,97.62,62.921775817871094
178,1.78e-06,0.005272204,0.012059037,0.126906077,97.7,61.74810028076172
179,1.79e-06,0.005453517,0.012196245,0.12863269,97.77,61.37497329711914
180,1.8e-06,0.003375311,0.009914403,0.124849656,97.82,60.272953033447266
181,1.81e-06,0.004422402,0.010618089,0.142530442,97.56,58.50667953491211
182,1.82e-06,0.003873187,0.010276965,0.138403848,97.59,59.317447662353516
183,1.83e-06,0.002790202,0.008986611,0.126403502,97.82,58.189483642578125
184,1.84e-06,0.00567343,0.011821517,0.143226548,97.6,57.80442810058594
185,1.85e-06,0.004797976,0.010901844,0.141009764,97.47,57.4402961730957
186,1.86e-06,0.004721592,0.010569318,0.123248044,97.93,56.070831298828125
187,1.87e-06,0.004325669,0.009901809,0.129121363,97.68,54.60671615600586
188,1.88e-06,0.003728893,0.00919947,0.129805693,97.68,53.94331359863281
189,1.89e-06,0.003226657,0.008645955,0.118385233,97.86,53.54767990112305
190,1.9e-06,0.007990652,0.012998329,0.129211652,97.65,51.338287353515625
191,1.91e-06,0.003721003,0.008809691,0.131125523,97.43,51.61622619628906
192,1.92e-06,0.003440014,0.008422664,0.135366814,97.67,50.942420959472656
193,1.93e-06,0.003931821,0.008803863,0.143290895,97.35,50.24314880371094
194,1.94e-06,0.00425252,0.009113411,0.136822326,97.72,50.05610656738281
195,1.95e-06,0.005536661,0.010316584,0.140142382,97.7,49.51002502441406
196,1.96e-06,0.004982567,0.009670115,0.133127873,97.68,48.904048919677734
197,1.97e-06,0.007977313,0.012713465,0.145911709,97.41,49.03201675415039
198,1.98e-06,0.003742683,0.008482228,0.12773387,97.75,48.92555236816406
199,1.99e-06,0.005989678,0.010491861,0.126451908,97.66,47.56472396850586
200,2e-06,0.006343271,0.010851705,0.126027443,97.89,47.47859573364258
201,2.01e-06,0.006019314,0.010745602,0.138878831,97.55,48.49110412597656
202,2.02e-06,0.006171153,0.010810964,0.140212968,97.49,47.92635726928711
203,2.03e-06,0.005812682,0.010553889,0.1317969,97.69,48.327735900878906
204,2.04e-06,0.005481225,0.010111833,0.152060714,97.59,47.64352798461914
205,2.05e-06,0.004236714,0.008923775,0.139477199,97.58,47.816017150878906
206,2.06e-06,0.004749468,0.009328946,0.147004238,97.45,47.149208068847656
207,2.07e-06,0.005193718,0.009686018,0.142652404,97.58,46.585330963134766
208,2.08e-06,0.003828319,0.008569271,0.147124514,97.48,47.7420539855957
209,2.09e-06,0.005680663,0.010292735,0.125825702,97.72,46.97587585449219
210,2.1e-06,0.005644341,0.010256666,0.137651812,97.67,46.86518478393555
211,2.11e-06,0.004157411,0.008690881,0.149589242,97.42,46.352603912353516
212,2.12e-06,0.006703675,0.01138263,0.135466485,97.7,46.97929763793945
213,2.13e-06,0.003146187,0.007775645,0.126711175,97.77,46.620323181152344
214,2.14e-06,0.003902092,0.008357723,0.12789668,97.88,45.62970733642578
215,2.15e-06,0.008071877,0.012406647,0.139694052,97.67,44.90180969238281
216,2.16e-06,0.005349222,0.009856048,0.137367202,97.67,45.67815399169922
217,2.17e-06,0.003478422,0.007962278,0.138057711,97.66,45.45649337768555
218,2.18e-06,0.003042478,0.007297453,0.128710231,97.76,44.179443359375
219,2.19e-06,0.003704779,0.008005564,0.13780743,97.68,44.31510543823242
220,2.2e-06,0.004212008,0.008352994,0.166032449,97.46,43.385093688964844
221,2.21e-06,0.004617249,0.009118547,0.145028022,97.72,45.130767822265625
222,2.22e-06,0.005429831,0.009796713,0.133732504,97.7,44.351600646972656
223,2.23e-06,0.00413621,0.00853678,0.137186388,97.79,44.422401428222656
224,2.24e-06,0.006641592,0.011108838,0.143073683,97.64,44.65765380859375
225,2.25e-06,0.005666109,0.010113922,0.146331334,97.36,44.46128463745117
226,2.26e-06,0.004465207,0.008895933,0.145487642,97.54,44.27751541137695
227,2.27e-06,0.004005899,0.008261406,0.128739975,97.94,43.29749298095703
228,2.28e-06,0.004213613,0.008411354,0.137141283,97.73,42.908206939697266
229,2.29e-06,0.005092388,0.009266145,0.131743747,97.77,42.69194030761719
230,2.3e-06,0.003790872,0.007823495,0.121786035,97.76,41.87259292602539
231,2.31e-06,0.003784668,0.007850015,0.132498413,97.64,41.951045989990234
232,2.32e-06,0.004571787,0.008751747,0.149842587,97.55,42.44651794433594
233,2.33e-06,0.004175095,0.008625608,0.123973793,97.71,43.70458984375
234,2.34e-06,0.003716533,0.008521283,0.139175842,97.57,45.31348419189453
235,2.35e-06,0.007325526,0.012091049,0.135071496,97.63,45.03200912475586
236,2.36e-06,0.003702476,0.00813975,0.131115104,97.76,43.36128234863281
237,2.37e-06,0.003668631,0.007974299,0.128884554,97.76,42.623199462890625
238,2.38e-06,0.003585479,0.007831652,0.133585733,97.77,42.238685607910156
239,2.39e-06,0.004359996,0.0086406,0.13584388,97.72,42.320777893066406
240,2.4e-06,0.006589177,0.010919679,0.155731714,97.42,42.477943420410156
241,2.41e-06,0.00508949,0.009564453,0.1388488,97.7,43.09096145629883
242,2.42e-06,0.005726823,0.010067889,0.141430316,97.55,42.35361862182617
243,2.43e-06,0.003915089,0.008372388,0.144382149,97.68,42.828487396240234
244,2.44e-06,0.004138487,0.008504652,0.138509193,97.53,42.30144119262695
245,2.45e-06,0.004797207,0.009312558,0.144631634,97.64,42.930179595947266
246,2.46e-06,0.007325429,0.011850474,0.139346625,97.65,42.888797760009766
247,2.47e-06,0.006959308,0.01171106,0.133559126,97.68,43.86098861694336
248,2.48e-06,0.005088391,0.009752746,0.137614303,97.75,43.36805725097656
249,2.49e-06,0.006861208,0.011177942,0.128415632,97.86,41.63685989379883
250,2.5e-06,0.005994372,0.010307571,0.131529373,97.71,41.53648376464844
251,2.51e-06,0.005149349,0.009483461,0.141948147,97.69,41.55403518676758
252,2.52e-06,0.004312194,0.008851687,0.145190448,97.65,42.4427375793457
253,2.53e-06,0.004023582,0.008475475,0.129946685,97.83,41.948081970214844
254,2.54e-06,0.006643143,0.01138205,0.125045891,97.72,43.193878173828125
255,2.55e-06,0.003441889,0.008174986,0.142745444,97.68,43.082672119140625
256,2.56e-06,0.006346986,0.010923895,0.148640537,97.51,42.28303527832031
257,2.57e-06,0.007749046,0.012611981,0.130221178,97.69,43.49934387207031
258,2.58e-06,0.003575387,0.008099308,0.137536796,97.69,41.87431335449219
259,2.59e-06,0.004690567,0.009045936,0.13090252,97.64,41.0074348449707
260,2.6e-06,0.005540335,0.010132748,0.139187256,97.45,42.02752685546875
261,2.61e-06,0.004514832,0.009217476,0.137119611,97.73,42.44736862182617
262,2.62e-06,0.003899029,0.008131713,0.134792097,97.74,40.193634033203125
263,2.63e-06,0.003329036,0.007556692,0.140823111,97.65,40.09331512451172
264,2.64e-06,0.004454452,0.008772053,0.139391856,97.66,40.44076156616211
265,2.65e-06,0.003690373,0.007959278,0.150721368,97.56,40.136112213134766
266,2.66e-06,0.004488359,0.008778062,0.14774688,97.46,40.15806579589844
267,2.67e-06,0.00330066,0.007689568,0.142317564,97.53,40.54362869262695
268,2.68e-06,0.005416398,0.00993088,0.130265939,97.64,41.04275894165039
269,2.69e-06,0.003659542,0.008330143,0.151774228,97.52,41.668724060058594
270,2.7e-06,0.006802242,0.011540089,0.139140704,97.53,41.889827728271484
271,2.71e-06,0.004199271,0.008983341,0.136531672,97.85,42.01594543457031
272,2.72e-06,0.004251088,0.008778655,0.148624635,97.42,40.79885482788086
273,2.73e-06,0.00485738,0.009421871,0.136837673,97.73,40.88978958129883
274,2.74e-06,0.004035497,0.008618122,0.150286147,97.5,40.896095275878906
275,2.75e-06,0.007953277,0.012434025,0.136684903,97.67,40.3653678894043
276,2.76e-06,0.00371154,0.008070292,0.129821079,97.68,39.739871978759766
277,2.77e-06,0.00725915,0.011619366,0.135783087,97.66,39.674747467041016
278,2.78e-06,0.005356562,0.009669246,0.127810104,97.69,39.386863708496094
279,2.79e-06,0.00458791,0.009051168,0.136950877,97.55,39.99667739868164
280,2.8e-06,0.005332814,0.009881043,0.144162785,97.54,40.30344009399414
281,2.81e-06,0.006586023,0.011010724,0.146501365,97.54,39.68156433105469
282,2.82e-06,0.004981549,0.009415381,0.150539889,97.38,39.65199661254883
283,2.83e-06,0.00346201,0.00812371,0.147498916,97.48,40.58625030517578
284,2.84e-06,0.006403525,0.010816184,0.117506401,97.8,39.41767501831055
285,2.85e-06,0.005273209,0.009782241,0.135627537,97.68,39.77582931518555
286,2.86e-06,0.00491365,0.009571416,0.135301472,97.61,40.35578536987305
287,2.87e-06,0.003417322,0.008061577,0.134358964,97.76,40.22694778442383
288,2.88e-06,0.006300645,0.010665378,0.145079773,97.35,38.929840087890625
289,2.89e-06,0.006950788,0.011590671,0.130506861,97.54,40.06863784790039
290,2.9e-06,0.006635308,0.011182476,0.135733326,97.58,39.597843170166016
291,2.91e-06,0.00580342,0.010172205,0.130398264,97.72,38.74662399291992
292,2.92e-06,0.003504631,0.007988725,0.155204233,97.35,39.18735885620117
293,2.93e-06,0.006078829,0.010735561,0.138484243,97.43,39.86637878417969
294,2.94e-06,0.007373593,0.012138887,0.129026624,97.76,40.25975799560547
295,2.95e-06,0.002980752,0.007429913,0.153456795,97.59,38.835426330566406
296,2.96e-06,0.006292896,0.010820802,0.139078403,97.57,39.111358642578125
297,2.97e-06,0.005117682,0.009636657,0.164135493,97.24,39.006927490234375
298,2.98e-06,0.007541086,0.012162236,0.13900265,97.69,39.37919616699219
299,2.99e-06,0.003625931,0.008082295,0.137010967,97.7,38.605995178222656
300,3e-06,0.006400797,0.011037197,0.143779697,97.51,39.31242370605469
301,3.01e-06,0.004460248,0.008954248,0.142670212,97.49,38.6396598815918
302,3.02e-06,0.007174783,0.011905389,0.139798804,97.51,39.578094482421875
303,3.03e-06,0.006241072,0.010864862,0.13347602,97.58,39.06409454345703
304,3.04e-06,0.004526743,0.009028634,0.146930311,97.53,38.48227310180664
305,3.05e-06,0.004981013,0.009470783,0.14360175,97.75,38.36737823486328
306,3.06e-06,0.004321695,0.00921117,0.132366632,97.67,39.97333526611328
307,3.07e-06,0.006925279,0.011722765,0.147582138,97.49,39.53098678588867
308,3.08e-06,0.00508645,0.009791063,0.161766371,97.15,39.082881927490234
309,3.09e-06,0.007121593,0.011998364,0.148489979,97.34,39.727108001708984
310,3.1e-06,0.003809226,0.00860277,0.134522626,97.64,39.32307815551758
311,3.11e-06,0.004099054,0.008883061,0.150063857,97.4,39.22072982788086
312,3.12e-06,0.004634024,0.009220331,0.158162099,97.35,38.340187072753906
313,3.13e-06,0.007400027,0.012066751,0.13018931,97.56,38.61302947998047
314,3.14e-06,0.003713943,0.008447542,0.152058952,97.22,38.82673645019531
315,3.15e-06,0.004968615,0.009648072,0.137454425,97.69,38.542728424072266
316,3.16e-06,0.005910522,0.010743225,0.146209724,97.63,39.10673522949219
317,3.17e-06,0.008727766,0.01352356,0.129323292,97.71,38.89561080932617
318,3.18e-06,0.004004987,0.008759697,0.149928468,97.24,38.66770935058594
319,3.19e-06,0.006031238,0.010732216,0.143641607,97.52,38.38829040527344
320,3.2e-06,0.005150694,0.0100356,0.148315405,97.56,39.07087326049805
321,3.21e-06,0.005491396,0.01022327,0.144809148,97.55,38.394065856933594
322,3.22e-06,0.005140558,0.010123321,0.137462536,97.62,39.3375358581543
323,3.23e-06,0.004169506,0.008639156,0.139420337,97.66,37.19935989379883
324,3.24e-06,0.004522732,0.008981364,0.168911388,97.32,37.096107482910156
325,3.25e-06,0.005371498,0.009884265,0.136729536,97.58,37.26316452026367
326,3.26e-06,0.007302375,0.011928544,0.147071159,97.4,37.67054748535156
327,3.27e-06,0.006379268,0.011060014,0.139654095,97.65,37.83412170410156
328,3.28e-06,0.002901509,0.007562971,0.131022219,97.72,37.69850540161133
329,3.29e-06,0.005998478,0.01066441,0.119869609,97.75,37.65921401977539
330,3.3e-06,0.003283882,0.007831154,0.128378038,97.77,37.12089538574219
331,3.31e-06,0.008418208,0.013098238,0.142486672,97.39,37.60194396972656
332,3.32e-06,0.006431243,0.01133277,0.120411342,97.86,38.42347717285156
333,3.33e-06,0.004777881,0.00941658,0.11128019,97.88,37.32295608520508
334,3.34e-06,0.006507641,0.010626177,0.144304372,97.5,35.11544418334961
335,3.35e-06,0.004282482,0.008755863,0.13992665,97.64,36.542266845703125
336,3.36e-06,0.004554472,0.00908088,0.134532554,97.81,36.70347595214844
337,3.37e-06,0.007031026,0.011501757,0.132528041,97.79,36.422882080078125
338,3.38e-06,0.006112568,0.010684762,0.127574653,97.82,36.77934265136719
339,3.39e-06,0.004743984,0.009379232,0.136288183,97.5,36.97742462158203
340,3.4e-06,0.003605862,0.008164673,0.141984026,97.58,36.61730194091797
341,3.41e-06,0.007003102,0.011915538,0.134302422,97.72,37.9552001953125
342,3.42e-06,0.005614245,0.010463506,0.1320932,97.59,37.65517807006836
343,3.43e-06,0.00530542,0.010026562,0.143315475,97.45,37.1002197265625
344,3.44e-06,0.00412221,0.008699465,0.137413343,97.42,36.477352142333984
345,3.45e-06,0.003701952,0.008375084,0.141768347,97.4,36.803951263427734
346,3.46e-06,0.005952814,0.010631414,0.131514275,97.66,36.77222442626953
347,3.47e-06,0.005666196,0.01015,0.147103898,97.46,35.94666290283203
348,3.48e-06,0.005200014,0.009969909,0.134965268,97.62,37.02241897583008
349,3.49e-06,0.004780758,0.009669254,0.138996719,97.65,37.42612838745117
350,3.5e-06,0.004701811,0.009605322,0.138610295,97.58,37.42997741699219
351,3.51e-06,0.004509595,0.009481851,0.140457073,97.63,37.63771057128906
352,3.52e-06,0.009335371,0.01430189,0.137192659,97.76,37.56251907348633
353,3.53e-06,0.005401602,0.010119934,0.139419388,97.63,36.560062408447266
354,3.54e-06,0.005217835,0.009946391,0.140379614,97.61,36.54792022705078
355,3.55e-06,0.004096278,0.008505567,0.143730758,97.6,35.24277877807617
356,3.56e-06,0.00688803,0.011222381,0.137287725,97.74,34.89289855957031
