,L2_strength,Train_Loss,Train_Reg_Loss,Test_Loss,Test_Accuracy,r0
265,0.053,1.469977841,2.921241429,1.46254845,61.82,5.2328009605407715
266,0.0532,1.475956788,2.942192595,1.448541844,62.46,5.249839782714844
267,0.0534,1.476609965,2.969550471,1.457778385,57.69,5.2874979972839355
268,0.0536,1.485167917,2.959457035,1.451747089,61.19,5.244548797607422
269,0.0538,1.48705719,2.967853017,1.453067535,62.9,5.246338367462158
270,0.054,1.490454165,2.950341273,1.482407912,59.51,5.199513912200928
271,0.0542,1.49586244,2.939498577,1.481353886,57.74,5.1609368324279785
272,0.0544,1.499293345,2.988687375,1.463802617,58.39,5.23245096206665
273,0.0546,1.4996677,2.933299065,1.500045407,59.28,5.1241536140441895
274,0.0548,1.502787503,2.936678574,1.49120572,63.11,5.115262985229492
275,0.055,1.507983624,2.957459818,1.495891325,58.26,5.133625030517578
276,0.0552,1.512216126,2.9529133,1.498867677,55.74,5.108775615692139
277,0.0554,1.51688807,2.925830231,1.538062423,59.03,5.043031215667725
278,0.0556,1.519425157,2.94644693,1.519847711,59.11,5.066143989562988
279,0.0558,1.526992609,2.952969715,1.505778017,55.57,5.055204391479492
280,0.056,1.529541072,2.961859462,1.517320053,55.73,5.0573883056640625
281,0.0562,1.534019299,2.94641315,1.523902147,60.18,5.013138294219971
282,0.0564,1.53846318,2.967476321,1.511038684,58.43,5.033594131469727
283,0.0566,1.541319392,2.930835315,1.542653572,57.84,4.954763412475586
284,0.0568,1.549484923,2.931592075,1.539399404,60.16,4.932829856872559
285,0.057,1.553071616,2.939623948,1.54914719,53.88,4.932080268859863
286,0.0572,1.555902911,2.951088774,1.55877036,53.13,4.93876314163208
287,0.0574,1.560957256,2.966790206,1.530640824,58.99,4.948922157287598
288,0.0576,1.564890834,2.938588564,1.551165493,59.56,4.883539199829102
289,0.0578,1.575105611,2.939615808,1.569355904,58.91,4.858742713928223
290,0.058,1.582815425,2.97097935,1.544484423,55.98,4.8922247886657715
291,0.0582,1.586961327,2.966420371,1.585166876,51.92,4.868467807769775
292,0.0584,1.584216897,2.971026645,1.559509905,61.23,4.87306547164917
293,0.0586,1.595334506,2.956135107,1.592897023,51.01,4.818906307220459
294,0.0588,1.603657967,2.9408959,1.588105824,54.84,4.768867492675781
295,0.059,1.623873837,2.932939713,1.598961964,59.19,4.7103590965271
296,0.0592,1.734972186,2.76877373,1.725308416,38.17,4.178860187530518
297,0.0594,1.730466679,2.781733541,1.716728141,36.91,4.206907272338867
298,0.0596,1.732862589,2.745757704,1.730282112,44.25,4.122488498687744
299,0.0598,1.736916039,2.797776922,1.710822236,39.73,4.211903095245361
300,0.06,1.73916912,2.766875914,1.729268082,38.15,4.138641834259033
301,0.0602,1.740773798,2.747443028,1.745033003,41.61,4.08926248550415
302,0.0604,1.744949273,2.812919561,1.709162067,36.81,4.204953670501709
